date,season,home_team,away_team,home_goals,away_goals,result,home_shots,away_shots,home_shots_target,away_shots_target
2025-05-04,2425,Mainz,Ein Frankfurt,1,1,D,12.0,8.0,3.0,2.0
2025-05-09,2425,Wolfsburg,Hoffenheim,2,2,D,14.0,17.0,5.0,7.0
2025-05-10,2425,Werder Bremen,RB Leipzig,0,0,D,21.0,16.0,6.0,4.0
2025-05-10,2425,Union Berlin,Heidenheim,0,3,A,10.0,8.0,1.0,4.0
2025-05-10,2425,Bayern Munich,M'gladbach,2,0,H,24.0,16.0,9.0,6.0
2025-05-10,2425,Bochum,Mainz,1,4,A,11.0,22.0,6.0,8.0
2025-05-10,2425,Holstein Kiel,Freiburg,1,2,A,15.0,9.0,3.0,4.0
2025-05-11,2425,Leverkusen,Dortmund,2,4,A,19.0,9.0,10.0,5.0
2025-05-11,2425,Ein Frankfurt,St Pauli,2,2,D,13.0,5.0,5.0,2.0
2025-05-11,2425,Stuttgart,Augsburg,4,0,H,29.0,7.0,11.0,0.0
2025-05-17,2425,RB Leipzig,Stuttgart,2,3,A,8.0,15.0,5.0,7.0
2025-05-17,2425,M'gladbach,Wolfsburg,0,1,A,16.0,17.0,3.0,6.0
2025-05-17,2425,Mainz,Leverkusen,2,2,D,20.0,7.0,6.0,4.0
2025-05-17,2425,Hoffenheim,Bayern Munich,0,4,A,6.0,14.0,2.0,5.0
2025-05-17,2425,St Pauli,Bochum,0,2,A,10.0,9.0,2.0,6.0
2025-05-17,2425,Freiburg,Ein Frankfurt,1,3,A,8.0,11.0,1.0,6.0
2025-05-17,2425,Dortmund,Holstein Kiel,3,0,H,19.0,4.0,6.0,2.0
2025-05-17,2425,Augsburg,Union Berlin,1,2,A,19.0,6.0,4.0,4.0
2025-05-17,2425,Heidenheim,Werder Bremen,1,4,A,21.0,13.0,8.0,7.0
2025-08-22,2526,Bayern Munich,RB Leipzig,6,0,H,19.0,12.0,10.0,1.0
2025-08-23,2526,Ein Frankfurt,Werder Bremen,4,1,H,18.0,10.0,5.0,5.0
2025-08-23,2526,Freiburg,Augsburg,1,3,A,16.0,14.0,4.0,5.0
2025-08-23,2526,Heidenheim,Wolfsburg,1,3,A,7.0,15.0,2.0,5.0
2025-08-23,2526,Leverkusen,Hoffenheim,1,2,A,7.0,10.0,2.0,5.0
2025-08-23,2526,Union Berlin,Stuttgart,2,1,H,8.0,21.0,2.0,6.0
2025-08-23,2526,St Pauli,Dortmund,3,3,D,11.0,8.0,7.0,7.0
2025-08-24,2526,Mainz,FC Koln,0,1,A,19.0,12.0,2.0,2.0
2025-08-24,2526,M'gladbach,Hamburg,0,0,D,17.0,7.0,4.0,2.0
2025-08-29,2526,Hamburg,St Pauli,0,2,A,5.0,17.0,2.0,6.0
2025-08-30,2526,Augsburg,Bayern Munich,2,3,A,10.0,20.0,3.0,10.0
2025-08-30,2526,Werder Bremen,Leverkusen,3,3,D,12.0,10.0,5.0,4.0
2025-08-30,2526,Stuttgart,M'gladbach,1,0,H,13.0,15.0,5.0,6.0
2025-08-30,2526,Hoffenheim,Ein Frankfurt,1,3,A,17.0,9.0,5.0,6.0
2025-08-30,2526,RB Leipzig,Heidenheim,2,0,H,19.0,5.0,5.0,3.0
2025-08-31,2526,Wolfsburg,Mainz,1,1,D,11.0,17.0,3.0,3.0
2025-08-31,2526,Dortmund,Union Berlin,3,0,H,11.0,12.0,6.0,3.0
2025-08-31,2526,FC Koln,Freiburg,4,1,H,18.0,12.0,6.0,2.0
2025-09-12,2526,Leverkusen,Ein Frankfurt,3,1,H,18.0,13.0,8.0,2.0
2025-09-13,2526,Freiburg,Stuttgart,3,1,H,14.0,7.0,6.0,2.0
2025-09-13,2526,Heidenheim,Dortmund,0,2,A,6.0,17.0,1.0,8.0
2025-09-13,2526,Mainz,RB Leipzig,0,1,A,13.0,19.0,2.0,3.0
2025-09-13,2526,Union Berlin,Hoffenheim,2,4,A,20.0,9.0,7.0,8.0
2025-09-13,2526,Wolfsburg,FC Koln,3,3,D,14.0,14.0,6.0,8.0
2025-09-13,2526,Bayern Munich,Hamburg,5,0,H,22.0,9.0,12.0,2.0
2025-09-14,2526,M'gladbach,Werder Bremen,0,4,A,19.0,12.0,3.0,7.0
2025-09-14,2526,St Pauli,Augsburg,2,1,H,13.0,10.0,7.0,5.0
2025-09-19,2526,Stuttgart,St Pauli,2,0,H,17.0,9.0,8.0,2.0
2025-09-20,2526,Augsburg,Mainz,1,4,A,18.0,12.0,5.0,4.0
2025-09-20,2526,Hamburg,Heidenheim,2,1,H,22.0,20.0,9.0,8.0
2025-09-20,2526,Hoffenheim,Bayern Munich,1,4,A,12.0,18.0,4.0,10.0
2025-09-20,2526,Werder Bremen,Freiburg,0,3,A,12.0,10.0,5.0,5.0
2025-09-20,2526,RB Leipzig,FC Koln,3,1,H,18.0,13.0,8.0,2.0
2025-09-21,2526,Ein Frankfurt,Union Berlin,3,4,A,19.0,11.0,10.0,5.0
2025-09-21,2526,Leverkusen,M'gladbach,1,1,D,13.0,13.0,9.0,7.0
2025-09-21,2526,Dortmund,Wolfsburg,1,0,H,12.0,10.0,4.0,1.0
2025-09-26,2526,Bayern Munich,Werder Bremen,4,0,H,26.0,9.0,13.0,3.0
2025-09-27,2526,M'gladbach,Ein Frankfurt,4,6,A,11.0,21.0,8.0,7.0
2025-09-27,2526,Wolfsburg,RB Leipzig,0,1,A,22.0,20.0,4.0,6.0
2025-09-27,2526,St Pauli,Leverkusen,1,2,A,13.0,5.0,6.0,4.0
2025-09-27,2526,Heidenheim,Augsburg,2,1,H,11.0,8.0,5.0,2.0
2025-09-27,2526,Mainz,Dortmund,0,2,A,8.0,10.0,2.0,4.0
2025-09-28,2526,Freiburg,Hoffenheim,1,1,D,6.0,15.0,1.0,4.0
2025-09-28,2526,FC Koln,Stuttgart,1,2,A,14.0,15.0,6.0,5.0
2025-09-28,2526,Union Berlin,Hamburg,0,0,D,11.0,16.0,2.0,6.0
2025-10-03,2526,Hoffenheim,FC Koln,0,1,A,15.0,10.0,4.0,4.0
2025-10-04,2526,Augsburg,Wolfsburg,3,1,H,10.0,14.0,5.0,4.0
2025-10-04,2526,Dortmund,RB Leipzig,1,1,D,15.0,13.0,3.0,3.0
2025-10-04,2526,Leverkusen,Union Berlin,2,0,H,20.0,10.0,3.0,3.0
2025-10-04,2526,Werder Bremen,St Pauli,1,0,H,15.0,13.0,5.0,3.0
2025-10-04,2526,Ein Frankfurt,Bayern Munich,0,3,A,6.0,12.0,1.0,3.0
2025-10-05,2526,Hamburg,Mainz,4,0,H,15.0,11.0,9.0,4.0
2025-10-05,2526,M'gladbach,Freiburg,0,0,D,9.0,12.0,5.0,1.0
2025-10-05,2526,Stuttgart,Heidenheim,1,0,H,18.0,5.0,6.0,1.0
2025-10-17,2526,Union Berlin,M'gladbach,3,1,H,16.0,8.0,5.0,2.0
2025-10-18,2526,FC Koln,Augsburg,1,1,D,9.0,10.0,2.0,4.0
2025-10-18,2526,Heidenheim,Werder Bremen,2,2,D,31.0,11.0,11.0,4.0
2025-10-18,2526,Mainz,Leverkusen,3,4,A,12.0,20.0,4.0,8.0
2025-10-18,2526,RB Leipzig,Hamburg,2,1,H,10.0,15.0,4.0,3.0
2025-10-18,2526,Wolfsburg,Stuttgart,0,3,A,11.0,15.0,3.0,7.0
2025-10-18,2526,Bayern Munich,Dortmund,2,1,H,15.0,8.0,7.0,1.0
2025-10-19,2526,Freiburg,Ein Frankfurt,2,2,D,12.0,8.0,5.0,3.0
2025-10-19,2526,St Pauli,Hoffenheim,0,3,A,10.0,14.0,2.0,5.0
2025-10-24,2526,Werder Bremen,Union Berlin,1,0,H,16.0,12.0,3.0,2.0
2025-10-25,2526,Hoffenheim,Heidenheim,3,1,H,14.0,12.0,7.0,3.0
2025-10-25,2526,Dortmund,FC Koln,1,0,H,27.0,5.0,9.0,0.0
2025-10-25,2526,M'gladbach,Bayern Munich,0,3,A,1.0,27.0,0.0,11.0
2025-10-25,2526,Hamburg,Wolfsburg,0,1,A,27.0,6.0,6.0,2.0
2025-10-25,2526,Augsburg,RB Leipzig,0,6,A,15.0,15.0,2.0,8.0
2025-10-25,2526,Ein Frankfurt,St Pauli,2,0,H,10.0,9.0,6.0,1.0
2025-10-26,2526,Leverkusen,Freiburg,2,0,H,19.0,10.0,4.0,3.0
2025-10-26,2526,Stuttgart,Mainz,2,1,H,19.0,13.0,8.0,2.0
2025-10-31,2526,Augsburg,Dortmund,0,1,A,9.0,5.0,1.0,1.0
2025-11-01,2526,Heidenheim,Ein Frankfurt,1,1,D,9.0,16.0,4.0,3.0
2025-11-01,2526,Mainz,Werder Bremen,1,1,D,10.0,5.0,5.0,3.0
2025-11-01,2526,RB Leipzig,Stuttgart,3,1,H,16.0,14.0,9.0,4.0
2025-11-01,2526,St Pauli,M'gladbach,0,4,A,16.0,15.0,4.0,11.0
2025-11-01,2526,Union Berlin,Freiburg,0,0,D,11.0,13.0,2.0,4.0
2025-11-01,2526,Bayern Munich,Leverkusen,3,0,H,18.0,7.0,4.0,1.0
2025-11-02,2526,Wolfsburg,Hoffenheim,2,3,A,12.0,10.0,6.0,4.0
2025-11-02,2526,FC Koln,Hamburg,4,1,H,23.0,11.0,10.0,5.0
2025-11-07,2526,Werder Bremen,Wolfsburg,2,1,H,20.0,7.0,7.0,4.0
2025-11-08,2526,Hamburg,Dortmund,1,1,D,9.0,17.0,3.0,1.0
2025-11-08,2526,Hoffenheim,RB Leipzig,3,1,H,12.0,17.0,4.0,5.0
2025-11-08,2526,Leverkusen,Heidenheim,6,0,H,25.0,1.0,10.0,0.0
2025-11-08,2526,Union Berlin,Bayern Munich,2,2,D,12.0,12.0,4.0,4.0
2025-11-08,2526,M'gladbach,FC Koln,3,1,H,9.0,19.0,4.0,5.0
2025-11-09,2526,Freiburg,St Pauli,2,1,H,8.0,7.0,4.0,2.0
2025-11-09,2526,Stuttgart,Augsburg,3,2,H,17.0,17.0,6.0,6.0
2025-11-09,2526,Ein Frankfurt,Mainz,1,0,H,14.0,3.0,4.0,0.0
2025-11-21,2526,Mainz,Hoffenheim,1,1,D,17.0,19.0,3.0,5.0
2025-11-22,2526,FC Koln,Ein Frankfurt,3,4,A,11.0,11.0,5.0,7.0
2025-11-22,2526,Heidenheim,M'gladbach,0,3,A,7.0,16.0,2.0,4.0
2025-11-22,2526,Wolfsburg,Leverkusen,1,3,A,21.0,7.0,10.0,3.0
2025-11-22,2526,Bayern Munich,Freiburg,6,2,H,22.0,8.0,8.0,2.0
2025-11-22,2526,Augsburg,Hamburg,1,0,H,13.0,15.0,6.0,6.0
2025-11-22,2526,Dortmund,Stuttgart,3,3,D,14.0,16.0,6.0,6.0
2025-11-23,2526,RB Leipzig,Werder Bremen,2,0,H,22.0,15.0,13.0,6.0
2025-11-23,2526,St Pauli,Union Berlin,0,1,A,12.0,8.0,3.0,3.0
2025-11-28,2526,M'gladbach,RB Leipzig,0,0,D,8.0,20.0,1.0,4.0
2025-11-29,2526,Bayern Munich,St Pauli,3,1,H,19.0,10.0,4.0,1.0
2025-11-29,2526,Hoffenheim,Augsburg,3,0,H,17.0,14.0,3.0,4.0
2025-11-29,2526,Union Berlin,Heidenheim,1,2,A,9.0,10.0,2.0,2.0
2025-11-29,2526,Werder Bremen,FC Koln,1,1,D,17.0,10.0,4.0,2.0
2025-11-29,2526,Leverkusen,Dortmund,1,2,A,14.0,7.0,4.0,4.0
2025-11-30,2526,Freiburg,Mainz,4,0,H,23.0,1.0,10.0,1.0
2025-11-30,2526,Ein Frankfurt,Wolfsburg,1,1,D,15.0,10.0,3.0,3.0
2025-11-30,2526,Hamburg,Stuttgart,2,1,H,9.0,14.0,2.0,3.0
2025-12-05,2526,Mainz,M'gladbach,0,1,A,8.0,14.0,2.0,5.0
2025-12-06,2526,Augsburg,Leverkusen,2,0,H,13.0,20.0,6.0,2.0
2025-12-06,2526,FC Koln,St Pauli,1,1,D,11.0,5.0,8.0,1.0
2025-12-06,2526,Heidenheim,Freiburg,2,1,H,16.0,16.0,3.0,2.0
2025-12-06,2526,Stuttgart,Bayern Munich,0,5,A,13.0,19.0,1.0,11.0
2025-12-06,2526,Wolfsburg,Union Berlin,3,1,H,4.0,21.0,3.0,6.0
2025-12-06,2526,RB Leipzig,Ein Frankfurt,6,0,H,16.0,8.0,7.0,2.0
2025-12-07,2526,Hamburg,Werder Bremen,3,2,H,12.0,10.0,6.0,3.0
2025-12-07,2526,Dortmund,Hoffenheim,2,0,H,8.0,11.0,4.0,3.0
2025-12-12,2526,Union Berlin,RB Leipzig,3,1,H,12.0,9.0,6.0,3.0
2025-12-13,2526,Leverkusen,FC Koln,2,0,H,17.0,6.0,6.0,4.0
2025-12-13,2526,M'gladbach,Wolfsburg,1,3,A,14.0,11.0,4.0,6.0
2025-12-13,2526,St Pauli,Heidenheim,2,1,H,8.0,20.0,5.0,7.0
2025-12-13,2526,Ein Frankfurt,Augsburg,1,0,H,11.0,12.0,4.0,1.0
2025-12-13,2526,Hoffenheim,Hamburg,4,1,H,10.0,14.0,6.0,5.0
2025-12-14,2526,Freiburg,Dortmund,1,1,D,21.0,9.0,6.0,4.0
2025-12-14,2526,Bayern Munich,Mainz,2,2,D,24.0,5.0,11.0,2.0
2025-12-14,2526,Werder Bremen,Stuttgart,0,4,A,9.0,24.0,3.0,12.0
2025-12-19,2526,Dortmund,M'gladbach,2,0,H,10.0,6.0,4.0,1.0
2025-12-20,2526,Augsburg,Werder Bremen,0,0,D,14.0,9.0,6.0,0.0
2025-12-20,2526,FC Koln,Union Berlin,0,1,A,13.0,11.0,2.0,3.0
2025-12-20,2526,Hamburg,Ein Frankfurt,1,1,D,9.0,9.0,3.0,3.0
2025-12-20,2526,Stuttgart,Hoffenheim,0,0,D,10.0,4.0,3.0,1.0
2025-12-20,2526,Wolfsburg,Freiburg,3,4,A,13.0,15.0,6.0,8.0
2025-12-20,2526,RB Leipzig,Leverkusen,1,3,A,19.0,15.0,7.0,8.0
2025-12-21,2526,Heidenheim,Bayern Munich,0,4,A,8.0,23.0,1.0,11.0
2025-12-21,2526,Mainz,St Pauli,0,0,D,13.0,5.0,1.0,1.0
2026-01-09,2526,Ein Frankfurt,Dortmund,3,3,D,12.0,16.0,6.0,6.0
2026-01-10,2526,Freiburg,Hamburg,2,1,H,20.0,10.0,7.0,5.0
2026-01-10,2526,Heidenheim,FC Koln,2,2,D,14.0,21.0,6.0,9.0
2026-01-10,2526,Union Berlin,Mainz,2,2,D,17.0,9.0,5.0,6.0
2026-01-10,2526,Leverkusen,Stuttgart,1,4,A,16.0,10.0,4.0,7.0
2026-01-11,2526,M'gladbach,Augsburg,4,0,H,12.0,17.0,7.0,2.0
2026-01-11,2526,Bayern Munich,Wolfsburg,8,1,H,16.0,8.0,10.0,3.0
2026-01-13,2526,Stuttgart,Ein Frankfurt,3,2,H,20.0,12.0,11.0,5.0
2026-01-13,2526,Dortmund,Werder Bremen,3,0,H,18.0,6.0,8.0,3.0
2026-01-13,2526,Mainz,Heidenheim,2,1,H,13.0,15.0,6.0,4.0
2026-01-14,2526,FC Koln,Bayern Munich,1,3,A,8.0,19.0,3.0,8.0
2026-01-14,2526,Hoffenheim,M'gladbach,5,1,H,18.0,7.0,10.0,5.0
2026-01-14,2526,Wolfsburg,St Pauli,2,1,H,13.0,9.0,5.0,4.0
2026-01-14,2526,RB Leipzig,Freiburg,2,0,H,21.0,3.0,7.0,1.0
2026-01-15,2526,Augsburg,Union Berlin,1,1,D,9.0,16.0,5.0,3.0
2026-01-16,2526,Werder Bremen,Ein Frankfurt,3,3,D,13.0,8.0,4.0,4.0
2026-01-17,2526,Dortmund,St Pauli,3,2,H,10.0,9.0,6.0,5.0
2026-01-17,2526,FC Koln,Mainz,2,1,H,20.0,11.0,6.0,7.0
2026-01-17,2526,Hamburg,M'gladbach,0,0,D,25.0,6.0,12.0,0.0
2026-01-17,2526,Hoffenheim,Leverkusen,1,0,H,19.0,8.0,8.0,2.0
2026-01-17,2526,Wolfsburg,Heidenheim,1,1,D,13.0,13.0,4.0,3.0
2026-01-17,2526,RB Leipzig,Bayern Munich,1,5,A,17.0,19.0,4.0,12.0
2026-01-18,2526,Stuttgart,Union Berlin,1,1,D,13.0,20.0,4.0,3.0
2026-01-18,2526,Augsburg,Freiburg,2,2,D,13.0,12.0,5.0,5.0
2026-01-23,2526,St Pauli,Hamburg,0,0,D,8.0,5.0,3.0,2.0
2026-01-24,2526,Union Berlin,Dortmund,0,3,A,10.0,15.0,3.0,5.0
2026-01-24,2526,Mainz,Wolfsburg,3,1,H,20.0,7.0,9.0,2.0
2026-01-24,2526,Leverkusen,Werder Bremen,1,0,H,13.0,17.0,4.0,3.0
2026-01-24,2526,Ein Frankfurt,Hoffenheim,1,3,A,9.0,10.0,3.0,5.0
2026-01-24,2526,Bayern Munich,Augsburg,1,2,A,15.0,16.0,6.0,6.0
2026-01-24,2526,Heidenheim,RB Leipzig,0,3,A,7.0,11.0,2.0,8.0
2026-01-25,2526,M'gladbach,Stuttgart,0,3,A,12.0,17.0,3.0,8.0
2026-01-25,2526,Freiburg,FC Koln,2,1,H,13.0,19.0,5.0,4.0
2026-01-27,2526,St Pauli,RB Leipzig,1,1,D,7.0,12.0,2.0,5.0
2026-01-27,2526,Werder Bremen,Hoffenheim,0,2,A,26.0,12.0,3.0,3.0
2026-01-30,2526,FC Koln,Wolfsburg,1,0,H,15.0,14.0,3.0,3.0
2026-01-31,2526,Hamburg,Bayern Munich,2,2,D,14.0,13.0,4.0,7.0
2026-01-31,2526,Augsburg,St Pauli,2,1,H,12.0,17.0,6.0,5.0
2026-01-31,2526,Ein Frankfurt,Leverkusen,1,3,A,11.0,11.0,4.0,4.0
2026-01-31,2526,Hoffenheim,Union Berlin,3,1,H,9.0,16.0,4.0,3.0
2026-01-31,2526,RB Leipzig,Mainz,1,2,A,15.0,11.0,4.0,4.0
2026-01-31,2526,Werder Bremen,M'gladbach,1,1,D,18.0,7.0,6.0,2.0
2026-02-01,2526,Dortmund,Heidenheim,3,2,H,19.0,12.0,5.0,3.0
2026-02-01,2526,Stuttgart,Freiburg,1,0,H,18.0,11.0,7.0,2.0
2026-02-06,2526,Union Berlin,Ein Frankfurt,1,1,D,11.0,3.0,3.0,1.0
2026-02-07,2526,Freiburg,Werder Bremen,1,0,H,7.0,17.0,2.0,5.0
2026-02-07,2526,Heidenheim,Hamburg,0,2,A,20.0,14.0,4.0,5.0
2026-02-07,2526,Mainz,Augsburg,2,0,H,10.0,14.0,6.0,6.0
2026-02-07,2526,St Pauli,Stuttgart,2,1,H,15.0,7.0,7.0,3.0
2026-02-07,2526,Wolfsburg,Dortmund,1,2,A,12.0,21.0,2.0,4.0
2026-02-07,2526,M'gladbach,Leverkusen,1,1,D,9.0,10.0,6.0,2.0
2026-02-08,2526,FC Koln,RB Leipzig,1,2,A,10.0,19.0,3.0,4.0
2026-02-08,2526,Bayern Munich,Hoffenheim,5,1,H,27.0,9.0,14.0,4.0
2026-02-13,2526,Dortmund,Mainz,4,0,H,14.0,10.0,8.0,5.0
2026-02-14,2526,Stuttgart,FC Koln,3,1,H,13.0,10.0,4.0,3.0
2026-02-14,2526,Werder Bremen,Bayern Munich,0,3,A,14.0,11.0,3.0,8.0
2026-02-14,2526,Leverkusen,St Pauli,4,0,H,12.0,11.0,7.0,1.0
2026-02-14,2526,Hamburg,Union Berlin,3,2,H,13.0,12.0,4.0,5.0
2026-02-14,2526,Ein Frankfurt,M'gladbach,3,0,H,12.0,20.0,9.0,3.0
2026-02-14,2526,Hoffenheim,Freiburg,3,0,H,25.0,13.0,7.0,3.0
2026-02-15,2526,Augsburg,Heidenheim,1,0,H,12.0,16.0,4.0,2.0
2026-02-15,2526,RB Leipzig,Wolfsburg,2,2,D,20.0,10.0,10.0,3.0
2026-02-20,2526,Mainz,Hamburg,1,1,D,17.0,14.0,3.0,5.0
2026-02-21,2526,Bayern Munich,Ein Frankfurt,3,2,H,24.0,9.0,11.0,3.0
2026-02-21,2526,FC Koln,Hoffenheim,2,2,D,9.0,18.0,4.0,6.0
2026-02-21,2526,Union Berlin,Leverkusen,1,0,H,8.0,16.0,4.0,1.0
2026-02-21,2526,Wolfsburg,Augsburg,2,3,A,10.0,15.0,4.0,6.0
2026-02-21,2526,RB Leipzig,Dortmund,2,2,D,13.0,11.0,3.0,5.0
2026-02-22,2526,St Pauli,Werder Bremen,2,1,H,5.0,13.0,4.0,4.0
2026-02-22,2526,Freiburg,M'gladbach,2,1,H,10.0,12.0,6.0,2.0
2026-02-22,2526,Heidenheim,Stuttgart,3,3,D,10.0,12.0,6.0,8.0
